"Indicator","PUBLISH STATES","Year","WHO region","Country","Age Group","Sex","Display Value","Numeric","Low","High","Comments"
"Insufficiently active (crude estimate)","Published","2010","Europe","Iceland","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Iceland","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Iceland","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Iceland","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Iceland","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Israel","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Israel","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Israel","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Israel","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Israel","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Israel","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Italy","18+  years","Male","28.2 [8.9-68.1]","28.16441","8.92832","68.06904",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Italy","18+  years","Male","30 [9.6-69.7]","29.95296","9.58486","69.72810",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Italy","18+  years","Both sexes","33.2 [9.9-70.4]","33.15054","9.94180","70.43137",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Italy","18+  years","Both sexes","35.9 [10.9-72.5]","35.88277","10.90980","72.53350",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Italy","18+  years","Female","38.1 [12-74.5]","38.13667","12.00336","74.47385",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Italy","18+  years","Female","41.3 [13.4-76.8]","41.34000","13.37574","76.76070",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Jamaica","18+  years","Male","23.7 [7.3-62.4]","23.71739","7.29107","62.37995",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Jamaica","18+  years","Male","23.9 [7.4-62.6]","23.91987","7.36297","62.60729",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Jamaica","18+  years","Both sexes","27.9 [7.9-64.7]","27.88251","7.89609","64.72501",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Jamaica","18+  years","Both sexes","28.1 [7.9-64.7]","28.07438","7.94043","64.71338",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Jamaica","18+  years","Female","31.8 [9.1-68.2]","31.84515","9.10275","68.23193",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Jamaica","18+  years","Female","32.2 [9.2-68.3]","32.17309","9.23056","68.34252",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Jordan","18+  years","Female","11.4 [9.6-13.4]","11.42180","9.58086","13.41717",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Jordan","18+  years","Both sexes","12.1 [10.8-13.5]","12.08310","10.77220","13.46850",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Jordan","18+  years","Male","12.7 [10.9-14.7]","12.71393","10.87972","14.69451",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Jordan","18+  years","Female","15.6 [13.7-17.6]","15.57673","13.73579","17.57210",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Jordan","18+  years","Male","15.6 [13.8-17.6]","15.63652","13.80230","17.61709",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Jordan","18+  years","Both sexes","15.6 [14.3-17]","15.60662","14.29572","16.99202",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Japan","18+  years","Male","31.1 [11.3-70.8]","31.09905","11.32747","70.81271",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Japan","18+  years","Both sexes","33.8 [11.1-71.6]","33.81406","11.07435","71.62830",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Japan","18+  years","Male","35.1 [13.7-75.2]","35.13485","13.66787","75.20664",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Japan","18+  years","Female","36.5 [11.8-73.4]","36.52907","11.76679","73.44435",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Japan","18+  years","Both sexes","38.7 [13.6-75.8]","38.69575","13.59594","75.84959",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Japan","18+  years","Female","42 [14.7-77.6]","42.01259","14.66665","77.62675",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Kazakhstan","18+  years","Male","18.8 [5.4-54.3]","18.82485","5.35587","54.28542",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Kazakhstan","18+  years","Both sexes","20 [5-52.4]","19.97763","5.00463","52.41201",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Kazakhstan","18+  years","Male","20.2 [5.9-55.9]","20.17435","5.85123","55.90859",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Kazakhstan","18+  years","Both sexes","20.6 [5.2-53.2]","20.59000","5.21455","53.18412",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Kazakhstan","18+  years","Female","21 [5.1-52.7]","20.99582","5.14057","52.68115",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Kazakhstan","18+  years","Female","21 [5.1-52.7]","21.00565","5.13488","52.71930",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Kenya","18+  years","Male","14.9 [3.9-46.1]","14.93783","3.86691","46.10052",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Kenya","18+  years","Both sexes","16.9 [3.9-46.5]","16.93902","3.86318","46.51144",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Kenya","18+  years","Male","17.3 [4.7-49.9]","17.27946","4.68797","49.90733",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Kenya","18+  years","Female","18.9 [4.4-49.4]","18.90376","4.35187","49.36187",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Kenya","18+  years","Both sexes","19.2 [4.5-49.7]","19.20474","4.50398","49.67984",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Kenya","18+  years","Female","21.1 [5-52.1]","21.13002","5.04648","52.10812",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Kyrgyzstan","18+  years","Male","10.4 [7.7-13.8]","10.43526","7.72819","13.82227",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Kyrgyzstan","18+  years","Both sexes","12.3 [10.7-14.1]","12.32524","10.71978","14.09209",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Kyrgyzstan","18+  years","Both sexes","13.3 [11.7-15]","13.28301","11.67754","15.04985",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Kyrgyzstan","18+  years","Female","15.3 [13.3-17.6]","15.32351","13.27336","17.57627",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Kyrgyzstan","18+  years","Female","16.1 [14.1-18.4]","16.13076","14.08062","18.38352",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Kyrgyzstan","18+  years","Male","9.1 [6.4-12.5]","9.13352","6.42645","12.52053",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Cambodia","18+  years","Both sexes","10.3 [9.3-11.4]","10.33333","9.31608","11.43516",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Cambodia","18+  years","Female","10.6 [9.3-11.9]","10.56407","9.34747","11.89859",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Cambodia","18+  years","Female","10.9 [9.7-12.3]","10.93965","9.72305","12.27417",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Cambodia","18+  years","Male","8.7 [6.9-10.9]","8.74078","6.90639","10.87850",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Cambodia","18+  years","Male","9.7 [7.9-11.9]","9.72701","7.89262","11.86473",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Cambodia","18+  years","Both sexes","9.7 [8.7-10.8]","9.70583","8.68858","10.80767",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Kiribati","18+  years","Male","31.9 [23-41.6]","31.89196","23.02840","41.64309",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Kiribati","18+  years","Male","33.9 [25.1-43.7]","33.94414","25.08058","43.69527",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Kiribati","18+  years","Both sexes","39.6 [33-46.4]","39.58838","33.03643","46.37204",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Kiribati","18+  years","Both sexes","41.1 [34.5-47.9]","41.09527","34.54332","47.87893",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Kiribati","18+  years","Female","46.9 [37.5-56.5]","46.90485","37.51115","56.48528",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Kiribati","18+  years","Female","48.2 [38.9-57.8]","48.24640","38.85270","57.82684",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Saint Kitts and Nevis","18+  years","Male","22.7 [14.2-33.2]","22.72208","14.19626","33.16626",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Saint Kitts and Nevis","18+  years","Male","28 [19.5-38.5]","28.04862","19.52281","38.49281",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Saint Kitts and Nevis","18+  years","Both sexes","32.4 [25.9-39.4]","32.37956","25.85080","39.40331",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Saint Kitts and Nevis","18+  years","Both sexes","37.3 [30.8-44.4]","37.33051","30.80174","44.35426",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Saint Kitts and Nevis","18+  years","Female","42 [32.9-51.7]","42.03706","32.89169","51.68183",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Saint Kitts and Nevis","18+  years","Female","46.6 [37.5-56.3]","46.61238","37.46701","56.25715",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Republic of Korea","18+  years","Male","28.9 [9.5-69.2]","28.91037","9.45156","69.18869",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Republic of Korea","18+  years","Male","29.4 [9.6-69.7]","29.38197","9.62146","69.73531",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Republic of Korea","18+  years","Both sexes","33.4 [10.2-71]","33.38555","10.20308","70.95212",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Republic of Korea","18+  years","Both sexes","34.7 [10.7-71.9]","34.65029","10.65383","71.94067",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Republic of Korea","18+  years","Female","37.9 [12.1-74.5]","37.86073","12.08821","74.52470",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Republic of Korea","18+  years","Female","39.7 [13-75.9]","39.74041","12.96844","75.88890",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Kuwait","18+  years","Male","48.3 [44.1-52.5]","48.29493","44.14964","52.46347",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Kuwait","18+  years","Male","49.2 [45.1-53.4]","49.24878","45.10349","53.41732",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Kuwait","18+  years","Both sexes","53.6 [51.4-55.8]","53.60827","51.35205","55.84793",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Kuwait","18+  years","Both sexes","56.6 [54.3-58.8]","56.55766","54.30143","58.79731",""
